,id,name symptom,other name,link,acronym,,,,,
4082,4083,Progressive vitiligo,Berlin Breakage syndrome, Ataxia-Telangiectasia variant V1, Microcephaly with normal intelligence immunodeficiency and lymphoreticular malignancies,,https://hpo.jax.org/app/browse/term/HP:0005602,,,
4083,4084,Recurrent infection of the gastrointestinal tract,Berlin Breakage syndrome, Ataxia-Telangiectasia variant V1, Microcephaly with normal intelligence immunodeficiency and lymphoreticular malignancies,,https://hpo.jax.org/app/browse/term/HP:0004798,,,
4084,4085,Thromboembolic stroke,"Atrial fibrillation autosomal dominant; Autosomal dominant atrial fibrillation; Atrial fibrillation, familial;",https://hpo.jax.org/app/browse/term/HP:0001727,,,,,,
4085,4086,Cerebral artery atherosclerosis,"Atherosclerosis, premature, with deafness, nephropathy, diabetes mellitus, photomyoclonus, and degenerative neurologic disease; Premature atherosclerosis with photomyoclonic epilepsy, deafness, diabetes mellitus, nephropathy, and neurodegenerative disorder",https://hpo.jax.org/app/browse/term/HP:0007201,,,,,,
4086,4087,Photosensitive myoclonic seizure,"Atherosclerosis, premature, with deafness, nephropathy, diabetes mellitus, photomyoclonus, and degenerative neurologic disease; Premature atherosclerosis with photomyoclonic epilepsy, deafness, diabetes mellitus, nephropathy, and neurodegenerative disorder",https://hpo.jax.org/app/browse/term/HP:0001327,,,,,,
4087,4088,Maxillary lateral incisor microdontia,Atkin-Flaitz syndrome,https://hpo.jax.org/app/browse/term/HP:0001593,,,,,,
4088,4089,Exaggerated median tongue furrow,Atkin-Flaitz syndrome,https://hpo.jax.org/app/browse/term/HP:0002711,,,,,,
4089,4090,Heavy supraorbital ridges,Atkin-Flaitz syndrome,https://hpo.jax.org/app/browse/term/HP:0002054,,,,,,
4090,4091,Prominent median palatal raphe,Atkin-Flaitz syndrome,https://hpo.jax.org/app/browse/term/HP:0002708,,,,,,
4091,4092,Atransferrinemia,Familial hypotransferrinemia,https://hpo.jax.org/app/browse/term/HP:0012239,,,,,,
4092,4093,Cardiac myxoma,Intracardiac myxoma,https://hpo.jax.org/app/browse/term/HP:0011672,,,,,,
4093,4094,Pulmonic valve myxoma,Intracardiac myxoma,https://hpo.jax.org/app/browse/term/HP:0006691,,,,,,
4094,4095,Paradoxical splitting of the second heart sound,Sinus venosus atrial septal defects, Sinus venosus ASD,https://hpo.jax.org/app/browse/term/HP:0031663,,,,,
4095,4096,Automatic atrial tachycardia,Sinus venosus atrial septal defects, Sinus venosus ASD,https://hpo.jax.org/app/browse/term/HP:0011700,,,,,
4096,4097,Junctional ectopic tachycardia,Sinus venosus atrial septal defects, Sinus venosus ASD,https://hpo.jax.org/app/browse/term/HP:0011716,,,,,
4097,4098,Premature atrial contractions,Sinus venosus atrial septal defects, Sinus venosus ASD,https://hpo.jax.org/app/browse/term/HP:0006699,,,,,
4098,4099,Abnormality of the humerus,Heart-hand syndrome, HOS, Atriodigital dysplasia,,https://hpo.jax.org/app/browse/term/HP:0003063,,,
4099,4100,Finger clinodactyly,Heart-hand syndrome, HOS, Atriodigital dysplasia,,https://hpo.jax.org/app/browse/term/HP:0040019,,,
4100,4101,Abnormality of the carpal bones,Heart-hand syndrome, HOS, Atriodigital dysplasia,,https://hpo.jax.org/app/browse/term/HP:0001191,,,
4101,4102,Sclerodactyly,Scleroatrophic and keratotic dermatosis of limbs, HRZ, Huriez syndrome,,https://hpo.jax.org/app/browse/term/HP:0011838,,,
4102,4103,Congenital palmoplantar keratodermia,Scleroatrophic and keratotic dermatosis of limbs, HRZ, Huriez syndrome,,https://hpo.jax.org/app/browse/term/HP:0007597,,,
4103,4104,Epidermal acanthosis,Scleroatrophic and keratotic dermatosis of limbs, HRZ, Huriez syndrome,,https://hpo.jax.org/app/browse/term/HP:0025092,,,
4104,4105,Intestinal perforation,"Degos's malignant atrophic papulosis; Atrophic papulosis, malignant; Kohlmeier-Degos disease;",https://hpo.jax.org/app/browse/term/HP:0031368,,,,,,
4105,4106,Abnormality of the lower urinary tract,"Degos's malignant atrophic papulosis; Atrophic papulosis, malignant; Kohlmeier-Degos disease;",https://hpo.jax.org/app/browse/term/HP:0010936,,,,,,
4106,4107,Intestinal fistula,"Degos's malignant atrophic papulosis; Atrophic papulosis, malignant; Kohlmeier-Degos disease;",https://hpo.jax.org/app/browse/term/HP:0100819,,,,,,
4107,4108,Atrophodermia vermiculata,Atrophodermia reticulata, Folliculitis ulerythematosa, Folliculitis ulerythematosa reticulata,,https://hpo.jax.org/app/browse/term/HP:0100837,,,
4108,4109,Contractures of the large joints,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0005781,,
4109,4110,Enlarged tonsils,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0030812,,
4110,4111,Flexion contracture of digit,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0030044,,
4111,4112,Irregularity of vertebral bodies,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0004582,,
4112,4113,Peripheral visual field loss,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0007994,,
4113,4114,Abnormal epiphyseal ossification,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0010656,,
4114,4115,Abnormal foveal morphology,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0000493,,
4115,4116,Abnormal full-field electroretinogram,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0030466,,
4116,4117,Abnormal nasal mucus secretion,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0031416,,
4117,4118,Abnormal tricuspid valve morphology,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0001702,,
4118,4119,Temporomandibular joint ankylosis,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0012478,,
4119,4120,Impulsivity,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0100710,,
4120,4121,Large central visual field defect,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0001129,,
4121,4122,Oppositional defiant disorder,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0010865,,
4122,4123,Intestinal pseudo-obstruction,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0004389,,
4123,4124,Urinary glycosaminoglycan excretion,MPS II, Attenuated MPS (subtype, formerly known as mild MPS II), Severe MPS II,,https://hpo.jax.org/app/browse/term/HP:0003541,,
4124,4125,Abnormal bronchus physiology,"Atypical mycobacterial infection, disseminated; Atypical mycobacterial infection, familial disseminated; Mycobacterial disease, Mendelian susceptibility to;",https://hpo.jax.org/app/browse/term/HP:0025427,,,,,,
4125,4126,Enlarged mesenteric lymph node,"Atypical mycobacterial infection, disseminated; Atypical mycobacterial infection, familial disseminated; Mycobacterial disease, Mendelian susceptibility to;",https://hpo.jax.org/app/browse/term/HP:0025043,,,,,,
4126,4127,Histiocytosis,"Atypical mycobacterial infection, disseminated; Atypical mycobacterial infection, familial disseminated; Mycobacterial disease, Mendelian susceptibility to;",https://hpo.jax.org/app/browse/term/HP:0100727,,,,,,
4127,4128,Hypoplasia of the femoral head,"Atypical mycobacterial infection, disseminated; Atypical mycobacterial infection, familial disseminated; Mycobacterial disease, Mendelian susceptibility to;",https://hpo.jax.org/app/browse/term/HP:0008802,,,,,,
4128,4129,Salmonella osteomyelitis,"Atypical mycobacterial infection, disseminated; Atypical mycobacterial infection, familial disseminated; Mycobacterial disease, Mendelian susceptibility to;",https://hpo.jax.org/app/browse/term/HP:0005661,,,,,,
4129,4130,Talipes calcaneovalgus,Early-onset progressive cerebellar ataxia dystonia spasticity and intellectual decline, Atypical neuroaxonal dystrophy,https://hpo.jax.org/app/browse/term/HP:0001884,,,,,
4130,4131,Abnormal hair whorl,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0010721,,,,,,
4131,4132,Abnormality of circulating leptin level,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0004361,,,,,,
4132,4133,Abnormality of the Achilles tendon,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0005109,,,,,,
4133,4134,Fasting hyperinsulinemia,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0008283,,,,,,
4134,4135,Fragile nails,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0001808,,,,,,
4135,4136,Premature arteriosclerosis,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0005177,,,,,,
4136,4137,Progressive clavicular acroosteolysis,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0000905,,,,,,
4137,4138,Prominent superficial veins,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0001015,,,,,,
4138,4139,Sclerosis of hand bone,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0004054,,,,,,
4139,4140,Subcutaneous calcification,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0007618,,,,,,
4140,4141,White forelock,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0002211,,,,,,
4141,4142,Neoplasm of the lung,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0100526,,,,,,
4142,4143,Neoplasm of the oral cavity,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0100649,,,,,,
4143,4144,Neoplasm of the small intestine,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0100833,,,,,,
4144,4145,Renal neoplasm,Atypical progeroid syndrome,https://hpo.jax.org/app/browse/term/HP:0009726,,,,,,
4145,4146,Young adult onset,Atypical PSP,https://hpo.jax.org/app/browse/term/HP:0011462,,,,,,
4146,4147,Stereotypical hand wringing,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0012171,,,,,
4147,4148,Episodic tachypnea,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0002876,,,,,
4148,4149,Functional abnormality of the gastrointestinal tract,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0012719,,,,,
4149,4150,Hand apraxia,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0032588,,,,,
4150,4151,Sudden episodic apnea,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0002882,,,,,
4151,4152,Tongue thrusting,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0100703,,,,,
4152,4153,Developmental stagnation,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0007281,,,,,
4153,4154,Inappropriate crying,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0030215,,,,,
4154,4155,Pill-rolling tremor,Rett like syndrome, Rett syndrome variant,https://hpo.jax.org/app/browse/term/HP:0025387,,,,,
4155,4156,Neoplasm of the liver,Rhabdoid sarcoma, Malignant rhabdoid tumor, RHABDOID TUMOR PREDISPOSITION SYNDROME 1,,https://hpo.jax.org/app/browse/term/HP:0002896,,,
4156,4157,Oculomotor nerve palsy,Rhabdoid sarcoma, Malignant rhabdoid tumor, RHABDOID TUMOR PREDISPOSITION SYNDROME 1,,https://hpo.jax.org/app/browse/term/HP:0012246,,,
4157,4158,Choroid plexus carcinoma,Rhabdoid sarcoma, Malignant rhabdoid tumor, RHABDOID TUMOR PREDISPOSITION SYNDROME 1,,https://hpo.jax.org/app/browse/term/HP:0030392,,,
4158,4159,4-5 toe syndactyly,Aural cephalosyndactyly, Kurczynski-Casperson syndrome,https://hpo.jax.org/app/browse/term/HP:0004692,,,,,
4159,4160,Short columella,Aural cephalosyndactyly, Kurczynski-Casperson syndrome,https://hpo.jax.org/app/browse/term/HP:0002000,,,,,
4160,4161,Cleft helix,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0009902,,,,
4161,4162,Mandibular condyle hypoplasia,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0007628,,,,
4162,4163,Abnormality of the crus of the helix,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0009895,,,,
4163,4164,Abnormality of the temporomandibular joint,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0010754,,,,
4164,4165,Aplasia/Hypoplasia of the external ear,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0008772,,,,
4165,4166,Periauricular skin pits,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0100277,,,,
4166,4167,Question mark ear,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0030022,,,,
4167,4168,Hamartoma of tongue,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0011802,,,,
4168,4169,Mandibular condyle aplasia,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0007627,,,,
4169,4170,Vein of Galen aneurysmal malformation,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0030713,,,,
4170,4171,Cleft at the superior portion of the pinna,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0008537,,,,
4171,4172,Hypoplastic superior helix,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0008559,,,,
4172,4173,Postauricular skin tag,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0004451,,,,
4173,4174,Speech articulation difficulties,Auriculocondylar syndrome, Question mark ear, Ears prominent and constricted,https://hpo.jax.org/app/browse/term/HP:0009088,,,,
4174,4175,Attached earlobe,"Multiple osseous dysplasia, characteristic ear shape, and short stature; Auriculo-osteodysplasia",https://hpo.jax.org/app/browse/term/HP:0009907,,,,,,
4175,4176,High-pitched cry,"Autism, dementia, ataxia, and loss of purposeful hand use",https://hpo.jax.org/app/browse/term/HP:0025430,,,,,,
4176,4177,Limb apraxia,"Autism, dementia, ataxia, and loss of purposeful hand use",https://hpo.jax.org/app/browse/term/HP:0030217,,,,,,
4177,4178,Increased serum leptin,"Autism, dementia, ataxia, and loss of purposeful hand use",https://hpo.jax.org/app/browse/term/HP:0031793,,,,,,
4178,4179,Abnormal T-wave,"Autism, dementia, ataxia, and loss of purposeful hand use",https://hpo.jax.org/app/browse/term/HP:0005135,,,,,,
4179,4180,Gait apraxia,"Autism, dementia, ataxia, and loss of purposeful hand use",https://hpo.jax.org/app/browse/term/HP:0010521,,,,,,
4180,4181,Intermittent hyperventilation,"Autism, dementia, ataxia, and loss of purposeful hand use",https://hpo.jax.org/app/browse/term/HP:0004879,,,,,,
4181,4182,Prolonged QTc interval,"Autism, dementia, ataxia, and loss of purposeful hand use",https://hpo.jax.org/app/browse/term/HP:0005184,,,,,,
4182,4183,Reduced forced expiratory volume in one second,"Syndromic multisystem autoimmune disease; Autoimmune disease, syndromic multisystem",https://hpo.jax.org/app/browse/term/HP:0032342,,,,,,
4183,4184,Generalized osteoporosis,"FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT ; Candidiasis Familial, 7; CANDF7;",https://hpo.jax.org/app/browse/term/HP:0040160,,,,,,
4184,4185,Immune dysregulation,"FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT ; Candidiasis Familial, 7; CANDF7;",https://hpo.jax.org/app/browse/term/HP:0002958,,,,,,
4185,4186,Abnormal serum interferon-gamma level,"FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT ; Candidiasis Familial, 7; CANDF7;",https://hpo.jax.org/app/browse/term/HP:0030355,,,,,,
4186,4187,Medial calcification of large arteries,"FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT ; Candidiasis Familial, 7; CANDF7;",https://hpo.jax.org/app/browse/term/HP:0004966,,,,,,
4187,4188,Oropharyngeal squamous cell carcinoma,"FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT ; Candidiasis Familial, 7; CANDF7;",https://hpo.jax.org/app/browse/term/HP:0012182,,,,,,
4188,4189,Recurrent Aspergillus infections,"FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT ; Candidiasis Familial, 7; CANDF7;",https://hpo.jax.org/app/browse/term/HP:0002724,,,,,,
4189,4190,Crusting erythematous dermatitis,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0007473,,,
4190,4191,"Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells",IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0031401,,,
4191,4192,Secretory diarrhea,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0005208,,,
4192,4193,Insulin receptor antibody positivity,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0031104,,,
4193,4194,Membranous nephropathy,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0012578,,,
4194,4195,Recurrent gastroenteritis,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0031123,,,
4195,4196,Anti-glutamic acid decarboxylase antibody positivity,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0025329,,,
4196,4197,Dependency on intravenous nutrition,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0025156,,,
4197,4198,Erythroderma,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0001019,,,
4198,4199,Food allergy,IPEX syndrome, X-linked autoimmunity-allergic dysregulation syndrome, XLAAD,,https://hpo.jax.org/app/browse/term/HP:0500093,,,
4199,4200,Childhood-onset short-trunk short stature,Brachyolmia autosomal dominant, Brachyrachia, Autosomal dominant brachyolmia,https://hpo.jax.org/app/browse/term/HP:0008922,,,,
4200,4201,Proximal femoral metaphyseal irregularity,Brachyolmia autosomal dominant, Brachyrachia, Autosomal dominant brachyolmia,https://hpo.jax.org/app/browse/term/HP:0003411,,,,
4201,4202,Decreased patellar reflex,Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures, DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy, DYNC1H1-related lower extremity-predominant autosomal dominant proximal spinal muscular atrophy,,https://hpo.jax.org/app/browse/term/HP:0011808,,,
4202,4203,Proximal lower limb amyotrophy,Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures, DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy, DYNC1H1-related lower extremity-predominant autosomal dominant proximal spinal muscular atrophy,,https://hpo.jax.org/app/browse/term/HP:0008956,,,
4203,4204,Type 2 muscle fiber predominance,Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures, DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy, DYNC1H1-related lower extremity-predominant autosomal dominant proximal spinal muscular atrophy,,https://hpo.jax.org/app/browse/term/HP:0010602,,,
4204,4205,Absent toenail,"Deafness and onychodystrophy, dominant form; Familial ectodermal dysplasia with sensori-neural deafness and other anomalies; DDOD;",https://hpo.jax.org/app/browse/term/HP:0001802,,,,,,
4205,4206,Absent fifth fingernail,"Deafness and onychodystrophy, dominant form; Familial ectodermal dysplasia with sensori-neural deafness and other anomalies; DDOD;",https://hpo.jax.org/app/browse/term/HP:0200104,,,,,,
4206,4207,Absent thumbnail,"Deafness and onychodystrophy, dominant form; Familial ectodermal dysplasia with sensori-neural deafness and other anomalies; DDOD;",https://hpo.jax.org/app/browse/term/HP:0012554,,,,,,
4207,4208,"Small, conical teeth","Deafness and onychodystrophy, dominant form; Familial ectodermal dysplasia with sensori-neural deafness and other anomalies; DDOD;",https://hpo.jax.org/app/browse/term/HP:0200141,,,,,,
4208,4209,Hidrotic ectodermal dysplasia,"Deafness and onychodystrophy, dominant form; Familial ectodermal dysplasia with sensori-neural deafness and other anomalies; DDOD;",https://hpo.jax.org/app/browse/term/HP:0007529,,,,,,
4209,4210,Clusters of axonal regeneration,Autosomal dominant demyelinating Charcot-Marie-Tooth disease, CMT1, Hereditary motor and sensory neuropathy type 1,,https://hpo.jax.org/app/browse/term/HP:0007233,,,
4210,4211,Cold-induced muscle cramps,Autosomal dominant demyelinating Charcot-Marie-Tooth disease, CMT1, Hereditary motor and sensory neuropathy type 1,,https://hpo.jax.org/app/browse/term/HP:0003449,,,
4211,4212,Hypertrophic nerve changes,Autosomal dominant demyelinating Charcot-Marie-Tooth disease, CMT1, Hereditary motor and sensory neuropathy type 1,,https://hpo.jax.org/app/browse/term/HP:0003382,,,
4212,4213,Myelin outfoldings,Autosomal dominant demyelinating Charcot-Marie-Tooth disease, CMT1, Hereditary motor and sensory neuropathy type 1,,https://hpo.jax.org/app/browse/term/HP:0004336,,,
4213,4214,Segmental peripheral demyelination/remyelination,Autosomal dominant demyelinating Charcot-Marie-Tooth disease, CMT1, Hereditary motor and sensory neuropathy type 1,,https://hpo.jax.org/app/browse/term/HP:0003481,,,
4214,4215,Ulnar claw,Autosomal dominant demyelinating Charcot-Marie-Tooth disease, CMT1, Hereditary motor and sensory neuropathy type 1,,https://hpo.jax.org/app/browse/term/HP:0001178,,,
4215,4216,Periodic paralysis,"RTA, classic type; RTA, gradient type; Renal tubular acidosis 1;",https://hpo.jax.org/app/browse/term/HP:0003768,,,,,,
4216,4217,Oral leukoplakia,Autosomal dominant dyskeratosis congenita, DKCA, Dyskeratosis congenita Scoggins type,https://hpo.jax.org/app/browse/term/HP:0002745,,,,
4217,4218,Reticular hyperpigmentation,Autosomal dominant dyskeratosis congenita, DKCA, Dyskeratosis congenita Scoggins type,https://hpo.jax.org/app/browse/term/HP:0007588,,,,
4218,4219,Acral blistering,"Dominant dystrophic epidermolysis bullosa, generalized; DDEB, generalized; DDEB-gen;",https://hpo.jax.org/app/browse/term/HP:0031045,,,,,,
4219,4220,Erosion of oral mucosa,"Dominant dystrophic epidermolysis bullosa, generalized; DDEB, generalized; DDEB-gen;",https://hpo.jax.org/app/browse/term/HP:0031446,,,,,,
4220,4221,Oral mucosal blisters,"Dominant dystrophic epidermolysis bullosa, generalized; DDEB, generalized; DDEB-gen;",https://hpo.jax.org/app/browse/term/HP:0200097,,,,,,
4221,4222,Recurrent loss of toenails and fingernails,"Dominant dystrophic epidermolysis bullosa, generalized; DDEB, generalized; DDEB-gen;",https://hpo.jax.org/app/browse/term/HP:0008390,,,,,,
4222,4223,Polycythemia,Familial erythrocytosis, Primary congenital erythrocytosis, Familial erythrocytosis type 1,,https://hpo.jax.org/app/browse/term/HP:0001901,,,
4223,4224,Increased hematocrit,Familial erythrocytosis, Primary congenital erythrocytosis, Familial erythrocytosis type 1,,https://hpo.jax.org/app/browse/term/HP:0001899,,,
4224,4225,Increased hemoglobin,Familial erythrocytosis, Primary congenital erythrocytosis, Familial erythrocytosis type 1,,https://hpo.jax.org/app/browse/term/HP:0001900,,,
4225,4226,Increased red blood cell mass,Familial erythrocytosis, Primary congenital erythrocytosis, Familial erythrocytosis type 1,,https://hpo.jax.org/app/browse/term/HP:0001898,,,
4226,4227,Peripheral thrombosis,Familial erythrocytosis, Primary congenital erythrocytosis, Familial erythrocytosis type 1,,https://hpo.jax.org/app/browse/term/HP:0002641,,,
4227,4228,Plethora,Familial erythrocytosis, Primary congenital erythrocytosis, Familial erythrocytosis type 1,,https://hpo.jax.org/app/browse/term/HP:0001050,,,
4228,4229,Retinal vascular tortuosity,HANAC syndrome, Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome, Hereditary angiopathy-nephropathy-aneurysms-muscle cramps syndrome,https://hpo.jax.org/app/browse/term/HP:0012841,,,,
4229,4230,Retinal arteriolar tortuosity,HANAC syndrome, Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome, Hereditary angiopathy-nephropathy-aneurysms-muscle cramps syndrome,https://hpo.jax.org/app/browse/term/HP:0001136,,,,
4230,4231,Supraventricular arrhythmia,HANAC syndrome, Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome, Hereditary angiopathy-nephropathy-aneurysms-muscle cramps syndrome,https://hpo.jax.org/app/browse/term/HP:0005115,,,,
4231,4232,Normal interictal EEG,Benign familial neonatal seizures, Autosomal dominant form of benign neonatal seizures, Benign familial neonatal convulsions,https://hpo.jax.org/app/browse/term/HP:0002372,,,,
4232,4233,Abnormality of nail color,"ED2; Ectodermal dysplasia, hidrotic; HED;",https://hpo.jax.org/app/browse/term/HP:0100643,,,,,,
4233,4234,Slow-growing hair,"ED2; Ectodermal dysplasia, hidrotic; HED;",https://hpo.jax.org/app/browse/term/HP:0002217,,,,,,
4234,4235,Abnormality of lower lip,Autosomal dominant intellectual disability 1, MBD5 Haploinsufficiency,https://hpo.jax.org/app/browse/term/HP:0000178,,,,,
4235,4236,Focal emotional seizure with laughing,Autosomal dominant intellectual disability-17, Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome, Schuurs-Hoeijmakers syndrome,,https://hpo.jax.org/app/browse/term/HP:0010821,,,
4236,4237,Partial absence of cerebellar vermis,Autosomal dominant intellectual disability-17, Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome, Schuurs-Hoeijmakers syndrome,,https://hpo.jax.org/app/browse/term/HP:0002951,,,
4237,4238,Narrow nasal tip,DYRK1A Syndrome, Autosomal dominant intellectual disability-7,https://hpo.jax.org/app/browse/term/HP:0011832,,,,,
4238,4239,Structural foot deformity,DYRK1A Syndrome, Autosomal dominant intellectual disability-7,https://hpo.jax.org/app/browse/term/HP:0010219,,,,,
4239,4240,Thickened helices,DYRK1A Syndrome, Autosomal dominant intellectual disability-7,https://hpo.jax.org/app/browse/term/HP:0000391,,,,,
4240,4241,Broad distal phalanx of finger,LRS, Autosomal dominant Larsen syndrome,https://hpo.jax.org/app/browse/term/HP:0009836,,,,,
4241,4242,Large joint dislocations,LRS, Autosomal dominant Larsen syndrome,https://hpo.jax.org/app/browse/term/HP:0005008,,,,,
4242,4243,Accessory carpal bones,LRS, Autosomal dominant Larsen syndrome,https://hpo.jax.org/app/browse/term/HP:0004232,,,,,
4243,4244,Bipartite calcaneus,LRS, Autosomal dominant Larsen syndrome,https://hpo.jax.org/app/browse/term/HP:0008127,,,,,
